	I213_B_31	I213_B_32	I213_B_33	I213_B_41	I213_B_42	I213_B_43	I213_B_51	I213_B_52	I213_B_53	I213_C_31	I213_C_32	I213_C_33	I213_C_41	I213_C_42	I213_C_43	I213_C_51	I213_C_52	I213_C_53
STN4L_00850	4201	3553	2937	3616	2973	2827	3812	3099	3865	4175	3060	3451	2843	3511	3152	3517	3260	3311
STN4L_00851	8269	7390	8470	9023	7685	7959	10611	7702	9361	12482	10706	12555	9075	10305	9181	8717	9159	8018
STN4L_00852	6777	5648	5928	6435	5238	5011	5903	4347	5080	7461	5541	7691	6199	7453	6322	5773	6371	5018
STN4L_00853	6581	5887	8441	8593	6981	6430	9071	6628	7114	9960	8336	9418	8830	9974	9678	8259	9358	6989
STN4L_00854	2270	2115	2464	2727	2514	2379	2984	2352	2658	3498	2991	2653	2763	3061	2941	2421	2817	2245
STN4L_00855	8337	6626	6313	8174	6509	6480	7428	6328	6702	7520	5617	6167	6864	8042	7126	6014	6759	4995
STN4L_00856	42	15	22	29	24	20	69	41	62	22	17	22	31	59	44	82	43	40
STN4L_00857	261	195	206	375	279	354	437	331	587	235	179	230	248	310	343	494	453	402
STN4L_00858	145	95	127	211	210	205	274	176	256	130	114	97	210	263	301	411	359	403
STN4L_00859	330	297	271	460	375	425	565	402	585	312	253	288	341	447	380	641	602	601
STN4L_00860	104	63	86	114	113	112	193	110	185	82	67	74	95	113	116	169	158	180
STN4L_00861	377	439	382	312	260	243	190	151	182	504	391	413	292	261	171	110	113	117
STN4L_00862	3448	3445	2895	4164	3536	3184	5709	3955	5530	3024	2487	2811	2937	3075	3195	6455	4173	6327
STN4L_00863	18532	15905	15245	26706	20481	18934	37690	26926	40712	17446	12908	14979	17449	18718	16336	37432	27248	37369
STN4L_00864	3292	2370	2829	4170	2925	3146	6112	4124	6145	2657	2118	2297	3092	3700	4006	6093	4519	4926
STN4L_00865	3698	3030	2443	3773	2898	3227	5500	3763	5672	2872	1946	2708	2743	3271	2869	5301	3949	4190
STN4L_00866	0	0	2	1	0	0	1	1	1	1	3	0	2	1	1	0	0	0
STN4L_00867	146	129	138	234	213	258	323	308	237	194	125	219	193	265	196	190	175	113
STN4L_00868	65	87	77	146	159	194	302	194	162	199	161	164	190	191	211	153	170	89
STN4L_00869	6818	6632	6087	7705	6746	5646	5559	4391	4935	6907	5592	6452	6115	6353	5733	3836	4174	3048
STN4L_00870	3536	3001	2772	3810	3083	2976	3163	2798	3253	3796	2782	3101	3572	3813	2998	2444	2544	2297
STN4L_00871	24619	20134	20078	29559	23792	21922	21811	17513	20081	26062	20848	22602	28151	32420	27105	20104	21414	17615
STN4L_00872	39312	32453	30877	32633	26009	23276	19517	16589	16675	41370	30748	33320	26397	28758	24911	12176	14821	9179
STN4L_00873	41	48	55	70	35	52	86	47	74	74	63	38	67	68	87	64	69	42
STN4L_00874	687	543	678	816	633	599	871	633	733	622	496	560	734	900	855	934	1007	695
STN4L_00875	7209	6918	7989	9078	8644	7308	5415	4012	5007	10537	9191	11563	8115	7990	7579	4621	4881	3812
STN4L_00876	3885	3328	4065	4790	4362	4699	3977	2804	3903	5271	4531	5398	4035	4877	4469	3674	3488	3514
STN4L_00877	349	274	491	573	401	459	650	395	516	676	606	460	476	586	636	551	501	584
STN4L_00878	2	3	7	23	13	13	17	15	11	6	6	6	5	14	17	11	13	9
STN4L_00879	277	317	389	314	338	315	660	452	512	493	385	368	337	404	348	412	325	269
STN4L_00880	2962	2811	4144	4449	3510	3312	4756	3292	3620	4615	4622	4275	4234	4188	4142	3252	3437	2991
STN4L_00881	2051	1953	2416	2592	2141	2166	2569	1851	1863	2857	2497	2623	2609	2702	2418	1811	1933	1600
STN4L_00882	15	18	20	22	16	11	23	18	40	20	11	13	22	16	27	41	24	26
STN4L_00883	29	37	30	48	42	53	64	37	54	36	21	39	51	60	46	79	65	59
STN4L_00884	2	0	1	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0
STN4L_00885	4	7	8	4	2	6	7	8	5	3	2	6	4	7	7	11	8	6
STN4L_00886	241	209	234	177	172	149	246	163	191	220	166	209	151	135	123	159	135	145
STN4L_00887	11	5	9	15	8	20	58	40	50	10	12	10	21	17	18	62	31	52
STN4L_00888	20998	16940	14209	22397	18718	16151	10436	10681	9946	24167	17799	21760	21584	21476	18442	6795	7896	7312
STN4L_00889	710	438	542	747	555	629	1419	1045	1599	581	350	400	462	524	468	1042	837	887
STN4L_00890	486	429	460	563	461	468	659	532	709	607	468	617	488	574	499	452	366	428
STN4L_00891	131	132	118	159	159	136	183	121	187	213	172	200	140	224	153	140	112	106
STN4L_00892	21273	18583	18782	25245	19111	17178	22647	16786	21172	24738	19181	22631	21208	20186	18065	18460	16130	14703
STN4L_00893	11282	10835	10128	15124	12177	10917	14848	10996	13450	13268	10633	12401	12889	11941	10296	11667	10438	9250
STN4L_00894	501	565	569	559	466	300	227	218	194	870	652	779	540	420	406	129	169	135
STN4L_00895	6617	4910	4972	6045	4344	3994	9768	6244	9369	4876	3319	3785	4751	5409	4584	9833	8351	8720
STN4L_00896	9848	8517	9054	10433	8106	7101	14918	10130	13795	9920	8878	9344	8463	8151	7724	12439	11296	11887
STN4L_00897	9833	8448	7557	10539	8586	7835	15527	11619	16120	9632	7641	8530	7988	8323	7653	12353	11452	12632
STN4L_00898	6497	5133	4238	5680	4134	4369	9110	6506	9618	5288	3976	4381	4396	4880	4342	7584	6597	6969
STN4L_00899	3529	2328	3002	4601	3642	3541	10228	8246	9320	2676	2233	2274	3532	3416	3492	6258	4594	5068
STN4L_00900	2097	1676	1479	1759	1398	1443	1706	1526	1721	1718	1114	1630	1172	1318	1040	1032	945	661
STN4L_00901	17910	16528	15334	19189	15217	13504	15683	12388	13069	18490	13377	16350	14229	14778	12537	9786	10225	7875
STN4L_00902	3531	2058	2537	3460	2284	2503	3430	2522	3150	2488	1993	2214	2305	2959	2513	2471	2649	1855
STN4L_00903	8352	5899	5268	7730	5380	5408	6107	4923	5022	5998	4135	4630	5541	6036	4851	3832	4189	2981
STN4L_00904	7764	5577	5005	6843	5152	5021	5495	4783	4962	5570	3598	4279	4727	4747	4137	3059	3379	2516
STN4L_00905	18531	16688	16409	18527	15392	16005	16757	13611	15893	20711	16663	20673	18026	22224	19236	15655	17907	15374
STN4L_00906	14666	10228	8515	13566	10211	10846	8571	6386	7952	10415	7781	11240	10712	18798	12785	11829	16473	10164
STN4L_00907	29029	24975	24265	30783	26373	27256	29491	22358	27834	36175	28111	31611	29647	37247	32746	26199	29952	25031
STN4L_00908	91233	80801	90643	92018	77669	70040	93360	71144	83441	107767	94507	98942	86911	99925	99615	84441	93426	78086
STN4L_00909	7470	8710	7924	7891	6167	5417	3655	2883	2788	10944	9214	12486	7363	6544	5299	2022	2393	2005
STN4L_00910	25	16	7	16	7	5	12	9	9	13	13	14	18	8	11	11	3	5
STN4L_00911	572	505	767	735	658	615	642	479	510	1131	978	962	977	881	778	491	542	375
STN4L_00912	756	1025	930	950	917	804	738	512	528	1165	1072	1332	901	930	785	544	515	441
STN4L_00913	3829	4053	3944	4934	4139	4000	4527	3425	4091	4608	3829	4666	4076	3966	3778	3355	3187	2780
STN4L_00914	8163	6790	6019	8125	6270	6038	7105	5419	6771	6620	4891	5844	6162	6866	5770	6385	6287	5547
STN4L_00915	7621	6604	6246	4468	4171	3537	1265	1254	1171	8620	7125	7875	4437	5082	4476	1044	1236	867
STN4L_00916	3623	3185	2401	1806	1671	1388	640	655	651	3187	2806	3463	1478	1669	1373	408	523	487
STN4L_00917	531	536	531	392	340	294	198	179	179	663	569	751	378	476	417	164	196	140
STN4L_00918	29117	23996	25107	36238	29045	27532	43805	32524	42933	28050	21223	26518	27199	30451	26244	39990	37681	34583
STN4L_00919	8047	6967	7038	10041	7629	7653	13081	10380	13028	7956	6329	7393	7775	7982	7308	10977	10134	10173
STN4L_00920	6358	5018	4423	7394	5776	5977	8383	5912	7760	5188	3895	5249	4941	6343	5101	7785	7378	6731
STN4L_00921	12557	9878	8439	12665	9888	10043	16125	12020	15946	11579	8221	9734	9106	10622	9171	12063	11905	10885
STN4L_00922	14416	11502	9436	15935	13352	13796	19997	14278	20416	16553	10920	14676	12066	14829	12608	17650	15444	14254
STN4L_00923	3749	3352	2837	4120	3657	3302	5303	3792	5304	4270	2885	3423	3113	3326	2903	4448	3866	4328
STN4L_00924	26064	21423	20431	27444	23485	22100	37931	26836	40122	28086	17736	23050	22889	23261	20414	35403	28576	31283
STN4L_00925	21655	17867	17541	23317	19861	18318	29762	21382	31305	20878	14616	18447	19205	18563	16518	29673	24280	25297
STN4L_00926	15623	13468	13286	18727	14617	14682	26461	17804	26137	16319	11606	13579	15117	14717	13090	25409	19992	22364
STN4L_00927	10140	9121	8080	12926	9910	10858	19582	12340	19105	11381	8700	10341	10526	10548	8806	19044	14516	15606
STN4L_00928	7284	5812	6375	8656	5908	6971	13774	8893	14692	7225	6036	6671	6504	7372	6336	12830	10494	10552
STN4L_00929	13930	11772	11598	16248	13054	14252	24251	14972	23818	12297	10064	11912	10684	13449	10910	20395	16791	18756
STN4L_00930	20008	20584	17867	19483	16623	12791	10251	8477	7663	20766	14384	19448	16511	14601	12959	5815	6779	5298
STN4L_00931	3744	2019	4325	5010	2559	2080	4353	2198	2352	3049	2197	2449	5849	6057	7062	6002	5518	2531
STN4L_00932	296236	228439	200703	275700	213240	198684	233577	199990	241378	237249	177132	200320	205053	209984	185038	194104	184553	188520
STN4L_00933	3605	2604	2962	4900	3860	3737	8524	5900	9595	2889	2346	2386	3314	4199	3844	10125	7634	9580
STN4L_00934	1958	1726	1407	3551	2829	2869	11346	6620	11379	2544	1794	2359	3005	3528	3821	10567	7815	8640
STN4L_00935	563	495	468	916	686	735	3144	2097	3287	672	456	604	892	960	1044	2831	2104	2245
STN4L_00936	150	129	132	222	210	199	756	582	727	168	108	180	236	221	237	687	467	585
STN4L_00937	30	33	11	51	36	52	130	133	139	27	18	22	36	41	21	65	68	69
STN4L_00938	211	221	164	379	356	340	1398	911	1337	251	245	268	375	418	448	1058	841	824
STN4L_00939	23837	20312	18102	30690	24973	23413	42472	33508	38899	19605	15016	18301	23411	25740	24529	34586	34408	34491
STN4L_00940	14905	10475	8699	11687	8551	8152	9146	7469	9548	9956	7861	8481	8223	9367	7545	7431	6790	7658
STN4L_00941	10128	8419	7339	8217	6521	5897	3856	3931	3431	8590	5950	7885	6812	6882	6121	2328	2359	1678
STN4L_00942	62170	54645	50630	62962	52791	46554	26566	23796	20626	65247	45637	56445	52831	51846	46220	14990	17245	13441
STN4L_00943	6783	6127	5174	5976	5853	4936	4227	3693	3827	8089	5666	7260	6067	6131	5764	3102	3495	2582
STN4L_00944	22641	20923	19405	24015	21587	18349	15499	13451	12941	31258	22790	27634	23967	22734	21127	10076	11597	8105
STN4L_00945	4529	4389	5878	7370	5973	5607	5543	4338	4855	8574	6206	6849	6721	6701	6504	3617	4090	2883
STN4L_00946	3640	3382	3431	4623	3582	3418	4045	3221	3657	5455	4379	5363	4026	3656	3340	2347	2326	1996
STN4L_00947	3086	2674	2282	3110	2151	2050	2470	1976	2146	3193	2285	2783	2508	2540	2007	1551	1618	1309
STN4L_00948	5548	5533	4791	6384	5023	4841	5373	3737	4493	8285	5052	7237	5942	5547	4915	4228	3909	3302
STN4L_00949	5981	6218	4523	6750	5852	5295	5534	4142	4500	7836	5413	6952	6262	5546	5046	4612	4069	3690
STN4L_00950	22212	17877	17478	22166	16779	15657	21552	15046	20355	21909	16988	18759	18372	19431	16954	21010	19318	17667
STN4L_00951	7952	7226	6223	8392	6978	6382	8960	6047	8280	7990	6246	6801	7018	7442	6266	8719	7315	8446
STN4L_00952	15663	13823	13800	17372	14788	14854	20651	13850	21078	17318	13782	15293	14412	15459	13210	18275	15811	16092
STN4L_00953	88	65	112	109	82	75	54	37	60	146	160	173	111	92	82	30	43	31
STN4L_00954	14	10	14	19	9	14	9	8	4	28	42	33	14	6	11	7	4	11
STN4L_00955	105	111	157	173	124	141	111	102	87	249	219	299	214	166	165	55	52	57
STN4L_00956	2447	2360	2452	2618	2256	1923	1142	947	1126	3116	2407	3047	2661	2253	1673	746	800	731
STN4L_00957	17397	15924	15021	16455	13555	11927	11921	9354	9953	18790	14565	16449	13105	12949	11636	7159	7132	5631
STN4L_00958	1195	1022	1125	1047	877	1037	924	673	977	1497	1300	1548	928	1164	1013	686	862	616
STN4L_00959	1394	1147	1218	1318	1074	1123	1061	742	962	1533	1249	1401	1146	1440	1301	938	1085	823
STN4L_00960	385	389	410	441	381	441	528	458	545	429	383	497	286	306	309	264	281	196
STN4L_00961	191	218	204	283	254	215	331	223	345	261	285	255	139	177	164	138	166	185
STN4L_00962	1046	1089	942	1164	1088	921	1059	877	992	976	933	1263	901	883	819	748	787	796
STN4L_00963	44	30	49	55	21	54	64	76	105	72	70	43	34	46	48	33	39	28
STN4L_00964	9068	9039	8259	13263	11482	10530	15333	12606	14777	8791	9209	10499	7756	8638	8090	7589	8600	7199
STN4L_00965	4316	3680	3515	7000	6597	6738	8762	7061	8211	3129	2636	3697	4150	5640	5314	5446	6290	4007
STN4L_00966	2897	2461	2638	3853	3396	2755	4473	3248	5061	3230	2778	3330	2522	3034	2891	3677	3641	3891
STN4L_00967	3648	3573	3668	5724	5428	4843	6358	4974	7260	5292	4847	5419	4034	4876	4333	5310	5174	5590
STN4L_00968	5371	4350	5453	5497	4455	4292	4221	3511	3421	5876	5242	5802	4681	4737	4101	1874	2223	1956
STN4L_00969	211	170	216	662	749	565	907	788	1048	305	305	398	216	313	363	336	334	482
STN4L_00970	98032	69727	61879	132455	89549	88733	165598	120004	177562	67464	47830	51955	98174	101804	82482	181529	145136	178340
STN4L_00971	12451	9835	10861	12220	10059	9538	14883	9381	13202	10228	8592	9170	9237	10805	9971	13427	12115	10408
STN4L_00972	7404	5654	6248	5860	4592	4151	7158	4676	6219	4521	3516	3915	4567	5178	4515	6686	6580	5624
STN4L_00973	186	182	180	277	215	201	180	175	145	370	247	326	259	232	277	147	177	123
STN4L_00974	801	788	854	1268	1106	892	699	616	546	1545	1122	1430	1128	1080	888	618	555	513
STN4L_00975	8467	8278	7870	11851	9878	8274	9648	7486	8325	11439	8814	11731	9697	8626	7643	6636	6717	5378
STN4L_00976	2681	2536	2829	3985	3051	2884	4174	3419	3856	4075	3827	4006	3440	3169	2729	2361	2423	1886
STN4L_00977	7081	7042	7594	13772	11546	10970	9912	7679	7401	9093	8160	10655	10751	10992	9718	4867	5926	4316
STN4L_00979	59873	57358	52783	48073	41570	29013	12324	12200	10090	79327	65305	76255	44114	36638	33751	5922	7268	5651
STN4L_00980	21177	20113	24100	22118	18417	13073	7121	6152	5268	44706	34490	36680	26443	19850	20088	3311	4186	3162
STN4L_00983	2742	2320	3393	2133	1554	1584	747	591	560	3304	3168	3462	2463	2296	2233	492	591	370
STN4L_00984	15012	11108	12749	11766	10582	9030	2000	1997	1777	17260	15669	15308	10651	12924	10708	1309	1931	1775
STN4L_00985	24836	23009	18041	15058	13069	12727	7926	6682	6566	21567	16026	19542	11907	15624	12621	5640	6049	4863
STN4L_00986	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STN4L_00987	1141	1196	981	837	771	588	547	464	398	1343	942	1175	908	843	766	325	356	304
STN4L_00988	19201	19661	14426	15296	13876	11760	7918	6566	5923	19731	14869	18377	13466	13772	12119	4792	5280	4079
STN4L_00989	4311	4168	4020	4879	3814	3561	4955	3764	4509	4759	3713	4261	3894	4117	3286	3288	3154	3193
STN4L_00990	556	554	541	558	461	449	362	268	273	907	756	979	722	529	623	264	333	213
STN4L_00991	2579	2652	3477	3127	2642	2183	1457	1020	1147	6350	5134	6090	3973	3899	3909	1368	1453	985
STN4L_00992	606	549	435	668	611	471	277	255	251	1133	847	1162	395	417	396	182	179	158
STN4L_00993	1411	1333	1136	1734	1534	1265	774	674	606	2493	1912	2640	1053	1281	1068	446	444	362
STN4L_00994	12404	9669	9679	10182	7850	7217	5077	4626	4836	10368	6467	9110	7808	8532	7537	3819	3685	3110
STN4L_00995	26784	22892	24036	27455	22698	20072	15592	13447	13907	32557	24983	28887	22797	22098	19684	9499	10163	8891
STN4L_00996	4491	4174	4982	5444	5149	4766	3389	3127	3322	7806	6672	7587	5212	4729	3588	1678	1966	1768
STN4L_00997	15348	15421	15918	16917	14950	13341	8262	6705	7174	18884	14219	18146	15620	15211	12193	5634	5956	4766
STN4L_00998	12972	10603	12571	17457	14243	13850	24224	16062	23462	12672	9625	10392	13695	16439	15031	25962	21135	21443
STN4L_00999	12557	10368	11641	13026	9586	9306	10512	8452	9578	13939	10554	10710	10105	10275	9726	8026	7794	5961
STN4L_01000	7290	6910	5655	6016	4709	4482	2952	2801	2676	7217	4954	6366	4618	4454	3460	1666	1786	1269
STN4L_01001	6617	5323	5544	7978	6845	6317	8339	6234	7828	5329	4361	4192	5187	6137	5291	6101	5321	5748
STN4L_01002	10184	8390	7126	10334	8614	7785	12581	9508	11566	7266	5498	6188	7535	8393	7008	9745	8226	8558
STN4L_01003	45	48	36	58	43	50	72	59	89	87	77	79	36	53	44	106	60	75
STN4L_01004	2836	2731	2217	2520	2355	2175	3756	1873	3665	4239	3315	4643	2059	2316	2005	6121	3399	5361
STN4L_01005	3214	3442	2887	2860	2701	2505	4817	2669	4563	5214	4059	5595	2905	2971	2437	7416	4282	6479
STN4L_01006	29754	24931	22835	28987	23699	21592	24626	18717	23098	30513	24115	26244	20858	23688	20132	29377	26751	27917
STN4L_01007	3807	3629	3194	3813	3088	2938	3091	2359	2536	3993	3684	4139	3011	3364	2814	3651	3233	3184
STN4L_01008	44169	34224	32448	45511	35585	35993	41843	32892	41176	36592	27852	32902	32531	38701	31013	34940	34159	29737
STN4L_01009	20812	17363	17007	25596	19611	18469	26578	20625	25706	19552	16033	17102	19370	21733	18574	22761	22679	18956
STN4L_01010	37	53	36	57	53	39	39	18	24	64	46	68	50	44	43	19	19	9
STN4L_01011	74	79	60	54	52	42	28	35	29	102	71	111	74	52	50	20	16	23
STN4L_01012	13	19	27	21	13	11	11	12	13	40	34	22	12	24	22	6	6	3
STN4L_01013	43	37	69	59	32	44	10	17	12	62	50	93	52	59	49	12	25	13
STN4L_01014	7132	6292	5864	5450	4685	4381	3692	3050	3018	7574	5621	6771	5200	5992	5399	2356	2940	2003
STN4L_01015	5423	5429	4955	4771	4710	4264	3123	2721	2738	7638	5730	6547	4301	4953	4345	1652	2353	1628
STN4L_01016	9182	8360	6289	6917	6140	5674	3717	3320	3068	9699	7373	7982	6224	6721	6042	2270	3134	2280
STN4L_01017	23692	22432	19821	19480	17421	14675	9154	7983	7466	26652	19496	21945	17845	17609	15734	5368	7533	4944
STN4L_01018	4625	4288	3162	4672	3995	3925	5669	4280	6114	4097	2791	3806	3154	3789	2969	5433	4508	5216
STN4L_01019	5025	4496	3936	5236	4200	4330	7640	5526	7912	4633	3550	4386	3722	4470	3946	6854	5745	5777
STN4L_01020	5341	4519	4598	6276	5523	5091	7945	5435	7916	4921	3918	4461	5014	5924	5201	8927	7913	7507
STN4L_01021	3850	3095	2886	4533	3539	3666	5618	3660	5927	2912	2122	3050	2785	3803	3092	5980	5250	5362
STN4L_01022	1120	1064	1129	1429	900	893	1128	788	922	960	758	1001	973	1304	1054	1251	1269	832
STN4L_01023	39877	30910	25370	39312	28982	26100	61644	45097	58418	34691	22695	23078	31053	25873	22566	46701	33223	41267
STN4L_01024	5	7	8	13	4	9	4	7	2	15	13	15	12	5	4	3	2	3
STN4L_01026	5825	5714	4596	5509	5126	4763	4569	3884	3780	8362	7229	9205	3450	4069	3478	2670	2801	2547
STN4L_01027	1236	1053	1012	1339	1124	1035	1071	825	763	1566	1342	1390	1073	1159	1020	585	654	483
STN4L_01028	2294	2745	2635	1477	1334	1086	443	316	373	4892	3772	4344	1660	1293	1044	325	419	359
STN4L_01029	1693	1919	1640	1259	1223	1025	507	404	400	2407	1904	2593	1287	1293	967	373	379	418
STN4L_01030	1252	910	1265	1522	1175	1416	1758	1381	1909	1571	1345	1304	1257	1671	1487	1905	1770	1872
STN4L_01031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STN4L_01032	615	535	504	722	706	929	895	637	1253	791	542	716	646	817	788	1144	896	1167
STN4L_01033	13914	11885	10403	12330	9700	7936	3967	3864	3403	17608	10284	11885	11554	9350	7626	1902	2201	1764
STN4L_01034	368	345	413	370	390	321	200	222	202	599	550	578	382	362	315	125	153	158
STN4L_01035	982	896	1173	1092	888	800	653	519	532	1339	1082	1305	1058	1147	1058	498	552	416
STN4L_01036	863	833	743	746	673	735	619	468	475	1133	896	1216	701	693	647	301	337	277
STN4L_01037	6	5	4	8	8	1	5	4	5	9	10	9	12	3	11	6	6	3
STN4L_01038	1236	1129	1367	1532	1193	1251	810	582	575	1821	1785	2115	1471	1511	1125	418	517	316
STN4L_01039	1250	1145	1317	1338	1204	1016	606	672	532	1301	1331	1536	1282	1294	1095	440	561	403
STN4L_01040	231	192	182	206	151	147	212	151	142	290	280	243	233	263	274	178	184	169
STN4L_01041	5081	5416	3940	4196	3711	2957	2034	1668	1580	5912	3929	5314	3765	3458	2981	1648	1584	1210
STN4L_01042	1451	1471	1058	704	883	723	189	226	207	1744	1456	1888	671	1003	812	169	194	222
STN4L_01043	914	905	631	562	604	434	132	153	134	1198	823	1152	546	570	528	96	115	129
STN4L_01044	8	10	13	7	22	27	7	5	11	20	11	14	13	11	21	5	3	2
STN4L_01045	67599	52648	62127	77869	62567	55340	44711	36626	40121	91615	69103	73447	80977	79506	73200	38712	46503	35602
STN4L_01046	487	338	295	347	274	251	306	208	249	441	284	434	202	273	215	172	170	164
STN4L_01047	2201	2029	2321	2377	2382	1908	2118	1559	1855	3735	2826	3109	1948	2290	2125	1578	1602	1212
STN4L_01048	84	67	55	99	65	61	115	52	86	92	98	79	93	75	64	85	86	64
STN4L_01049	72	79	55	85	69	56	117	94	77	108	68	67	74	56	66	108	84	71
STN4L_01050	262	261	233	354	301	277	376	317	344	341	241	318	335	274	257	394	373	338
STN4L_01051	197	159	169	217	195	142	365	289	339	213	172	165	274	251	201	421	366	308
STN4L_01052	95721	69111	73607	57929	52262	44211	19877	17636	17939	115076	79658	106406	48368	61544	53202	17054	18321	14212
STN4L_01053	113153	96615	94790	78103	80479	61121	21866	19485	18716	177945	127030	146720	75777	84330	81685	18777	21037	18825
STN4L_01054	16	34	33	24	30	24	13	17	12	32	25	38	35	33	17	12	9	9
STN4L_01055	63	77	60	90	80	63	58	35	68	77	65	90	63	65	58	35	45	38
STN4L_01056	57	30	45	46	41	28	30	26	42	42	44	47	32	34	28	25	23	20
STN4L_01057	39	66	62	68	47	48	44	32	30	59	57	67	39	44	40	12	18	25
STN4L_01058	43	42	24	29	24	17	16	12	17	16	15	20	16	17	11	9	13	4
STN4L_01059	101	119	88	98	90	73	80	69	76	110	118	122	109	101	78	41	44	37
STN4L_01060	184	207	199	210	197	173	107	119	106	196	161	237	188	188	142	76	89	65
STN4L_01061	65	61	97	113	82	68	98	60	74	144	109	121	95	100	120	73	75	43
STN4L_01062	408	445	362	442	386	353	312	178	220	458	389	464	337	369	351	230	205	162
STN4L_01063	114902	160422	67803	36438	28685	28835	17234	14857	16137	43456	45504	47396	22855	34276	24869	9906	11306	9974
STN4L_01064	27461	39883	15791	10239	9378	8584	5445	4809	4858	15044	12101	17253	7496	10294	8279	2846	3293	2781
STN4L_01065	25	21	24	17	8	8	13	5	11	38	21	26	23	22	25	5	11	6
STN4L_01066	35217	55211	20132	15363	16468	13463	8058	6564	6991	22819	16052	26657	13019	15875	13309	4805	5282	4513
STN4L_01067	29568	47387	17080	15720	17125	13137	7418	6350	6277	23404	16283	27828	15123	16762	14634	4481	5668	4397
STN4L_01068	4917	8233	2826	2701	2758	2124	1206	1022	996	3624	2479	4230	2597	2354	2160	550	728	641
STN4L_01069	11672	8924	9340	13555	10153	9357	8989	7835	8527	10712	7414	8437	9098	10006	8373	5999	7377	5404
STN4L_01070	14416	12552	12216	18547	16281	16188	13313	11393	11259	16130	12389	15447	13118	15716	11183	7916	10003	6320
STN4L_01071	8359	6591	6678	10293	7608	8038	7906	7018	6938	8572	6868	7517	7174	8033	6963	4353	5420	3685
STN4L_01072	2	6	6	3	2	5	5	1	9	4	3	8	5	0	6	2	3	2
STN4L_01073	1	4	4	2	0	1	1	0	1	2	1	0	2	2	2	0	1	0
STN4L_01074	22	30	37	33	34	33	20	25	21	21	24	52	39	40	23	26	23	17
STN4L_01075	16	20	27	16	19	30	17	19	19	14	10	24	29	28	22	21	27	19
STN4L_01076	13	14	11	9	6	9	8	8	12	11	8	16	15	11	14	2	6	7
STN4L_01077	2	0	2	5	0	0	6	2	1	1	1	0	1	4	4	3	1	2
STN4L_01078	5903	4116	3576	5475	3742	3813	3180	3006	2786	4330	2657	3503	3701	4014	3345	1460	2193	1402
STN4L_01079	2748	2276	1977	5848	4570	4261	7884	6935	7484	3845	2556	3510	5301	5046	4914	5474	5366	4153
STN4L_01080	630	550	473	1383	867	940	1558	1470	1515	1022	895	948	1323	1148	1149	899	925	813
STN4L_01081	1914	1786	1821	4557	3609	3131	3956	3165	3332	2842	2167	2734	4792	4557	4406	3475	3563	2962
STN4L_01082	89	81	95	171	117	138	178	159	173	125	99	192	162	162	129	107	86	79
STN4L_01083	148	163	174	388	350	271	504	359	385	314	337	357	473	403	392	313	278	312
